period,cash,st_investments,accounts_receivable,inventory,other_current_assets,goodwill_intangibles,other_non_current_assets,net_ppe,assets,st_debt,current_capital_lease_obligation,lt_debt,long_term_capital_lease_obligation,ap,accrued_expenses,tax_payable,dividends_payable,other_non_current_liabilities,liabilities,retained_earnings,paid_in_capital,capital_stock,aoci,minority_interest,equity,liab_plus_equity,sales,cogs,opex,depreciation,ebit,net_income,capex,relative_identity_rmse
1,3495148500.0,5105779700.0,9786131000.0,59516070000.0,3890115800.0,30332735000.0,16013746000.0,142369420000.0,270509150000.0,9680000000.0,3254618600.0,36520000000.0,17750380000.0,60204270000.0,27475771000.0,1465000000.0,5909973500.0,13544277000.0,182986150000.0,85007090000.0,5441000000.0,799000000.0,-372666720.0,6755500000.0,90448090000.0,273434230000.0,174757410000.0,131607314000.0,36293430000.0,3626056700.0,3230610400.0,1464063500.0,5111480300.0,0.010697579942643642
